Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	2D_1 Spectral Count	2D_2 Spectral Count	2D_3 Spectral Count	3D_1 Spectral Count	3D_2 Spectral Count	3D_3 Spectral Count	2D_1 Unique Spectral Count	2D_2 Unique Spectral Count	2D_3 Unique Spectral Count	3D_1 Unique Spectral Count	3D_2 Unique Spectral Count	3D_3 Unique Spectral Count	2D_1 Total Spectral Count	2D_2 Total Spectral Count	2D_3 Total Spectral Count	3D_1 Total Spectral Count	3D_2 Total Spectral Count	3D_3 Total Spectral Count	2D_1 Intensity	2D_2 Intensity	2D_3 Intensity	3D_1 Intensity	3D_2 Intensity	3D_3 Intensity	2D_1 MaxLFQ Intensity	2D_2 MaxLFQ Intensity	2D_3 MaxLFQ Intensity	3D_1 MaxLFQ Intensity	3D_2 MaxLFQ Intensity	3D_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9GZL7|WDR12_HUMAN	Q9GZL7	WDR12_HUMAN	WDR12	423	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis protein WDR12	1.0	0.999	18	169	169	169	31	35	30	24	20	29	31	35	30	24	20	29	31	35	30	24	20	29	1.3786398E8	1.617457E8	1.4117907E8	1.0188349E8	8.83405E7	1.03381656E8	2.1421518E7	2.6112436E7	2.2065086E7	1.665884E7	1.5361314E7	1.681674E7	
sp|Q9GZM5|YIPF3_HUMAN	Q9GZM5	YIPF3_HUMAN	YIPF3	350	Homo sapiens	1:Experimental evidence at protein level	Protein YIPF3	1.0	0.999	5	24	24	24	4	4	2	5	4	5	4	4	2	5	4	5	4	4	2	5	4	5	9599352.0	1.1882435E7	5031954.0	1.3283228E7	1.6094524E7	1.1394656E7	3965412.0	5084648.5	3560610.5	4021774.8	4714155.0	4134042.5	
sp|Q9GZM7|TINAL_HUMAN	Q9GZM7	TINAL_HUMAN	TINAGL1	467	Homo sapiens	1:Experimental evidence at protein level	Tubulointerstitial nephritis antigen-like	1.0	0.999	11	55	55	55	4	3	4	11	14	19	4	3	4	11	14	19	4	3	4	11	14	19	2.8465802E7	2.1012512E7	1.860308E7	3.1418114E7	3.285783E7	4.6932164E7	6681052.0	6493809.5	6224689.0	8002527.0	9837974.0	1.5089546E7	
sp|Q9GZN8|ADSSP_HUMAN	Q9GZN8	ADSSP_HUMAN	ADISSP	174	Homo sapiens	1:Experimental evidence at protein level	Adipose-secreted signaling protein	0.9803	0.999	1	7	7	7	1	0	2	1	1	2	1	0	2	1	1	2	1	0	2	1	1	2	3291626.2	2240109.5	3494085.2	3015824.2	3266129.2	3517093.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZP4|PITH1_HUMAN	Q9GZP4	PITH1_HUMAN	PITHD1	211	Homo sapiens	1:Experimental evidence at protein level	PITH domain-containing protein 1	1.0	0.999	7	57	57	57	8	8	11	10	12	8	8	8	11	10	12	8	8	8	11	10	12	8	1.7938214E7	1.589367E7	1.8368282E7	2.348675E7	1.9749116E7	2.2898054E7	4465259.0	4080388.8	4497782.0	5143234.0	4971478.0	5039798.0	
sp|Q9GZP8|IMUP_HUMAN	Q9GZP8	IMUP_HUMAN	IMUP	106	Homo sapiens	1:Experimental evidence at protein level	Immortalization up-regulated protein	0.9803	0.999	1	18	18	18	3	4	2	3	3	3	3	4	2	3	3	3	3	4	2	3	3	3	3.69639E7	3.709785E7	5.089695E7	3.7734504E7	4.02663E7	4.943711E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZP9|DERL2_HUMAN	Q9GZP9	DERL2_HUMAN	DERL2	239	Homo sapiens	1:Experimental evidence at protein level	Derlin-2	0.9803	0.999	1	8	8	8	0	1	2	2	2	1	0	1	2	2	2	1	0	1	2	2	2	1	9112051.0	1.000608E7	1.5057985E7	1.0681824E7	1.5764464E7	9184667.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZQ3|COMD5_HUMAN	Q9GZQ3	COMD5_HUMAN	COMMD5	224	Homo sapiens	1:Experimental evidence at protein level	COMM domain-containing protein 5	0.9803	0.999	1	5	5	5	0	1	1	0	1	2	0	1	1	0	1	2	0	1	1	0	1	2	0.0	1288684.5	1555098.6	0.0	2003650.0	2100019.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZR2|REXO4_HUMAN	Q9GZR2	REXO4_HUMAN	REXO4	422	Homo sapiens	1:Experimental evidence at protein level	RNA exonuclease 4	1.0	0.999	6	33	33	33	7	4	4	8	6	4	7	4	4	8	6	4	7	4	4	8	6	4	3.2051592E7	2.323117E7	1.4896921E7	2.402484E7	1.073392E7	6944930.0	9302134.0	8171786.0	7140270.0	7456169.0	7484658.0	7057394.5	
sp|Q9GZR7|DDX24_HUMAN	Q9GZR7	DDX24_HUMAN	DDX24	859	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX24	1.0	0.999	28	182	182	182	28	36	29	30	33	26	28	36	29	30	33	26	28	36	29	30	33	26	6.9176296E7	1.09075176E8	9.6093096E7	6.855651E7	8.134541E7	8.569191E7	8142132.5	1.1377809E7	1.0912653E7	7972256.0	8203177.5	9305371.0	
sp|Q9GZS1|RPA49_HUMAN	Q9GZS1	RPA49_HUMAN	POLR1E	419	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA49	1.0	0.999	9	55	55	55	9	9	10	11	7	9	9	9	10	11	7	9	9	9	10	11	7	9	2.1439396E7	2.8596228E7	2.7425882E7	1.3121566E8	1.233729E8	1.4587861E8	2.7039836E7	3.0239238E7	3.2183528E7	2.5703378E7	2.7889422E7	2.5240104E7	
sp|Q9GZS3|SKI8_HUMAN	Q9GZS3	SKI8_HUMAN	SKIC8	305	Homo sapiens	1:Experimental evidence at protein level	Superkiller complex protein 8	1.0	0.999	9	102	102	102	19	14	16	17	17	19	19	14	16	17	17	19	19	14	16	17	17	19	9.855764E7	8.864138E7	9.170338E7	1.1474608E8	1.0840064E8	1.348065E8	2.4349736E7	2.711527E7	2.4340778E7	2.7691274E7	2.932682E7	2.7358922E7	
sp|Q9GZT3|SLIRP_HUMAN	Q9GZT3	SLIRP_HUMAN	SLIRP	109	Homo sapiens	1:Experimental evidence at protein level	SRA stem-loop-interacting RNA-binding protein, mitochondrial	1.0	0.999	10	237	237	237	44	51	41	41	33	27	44	51	41	41	33	27	44	51	41	41	33	27	2.9859075E8	4.0792208E8	3.4565098E8	2.480417E8	1.8856182E8	2.2343838E8	8.136815E7	1.0628782E8	8.203101E7	4.9698856E7	4.4645816E7	5.0975504E7	
sp|Q9GZT4|SRR_HUMAN	Q9GZT4	SRR_HUMAN	SRR	340	Homo sapiens	1:Experimental evidence at protein level	Serine racemase	0.9776	0.9989	1	11	11	11	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2321780.5	2411995.2	1870526.6	2468170.0	2184087.2	2041707.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZT6|CC90B_HUMAN	Q9GZT6	CC90B_HUMAN	CCDC90B	254	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 90B, mitochondrial	0.9833	0.9988	3	3	3	3	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0	2468608.5	1166101.5	2406551.5	1640368.5	1478303.1	0.0	1760990.9	0.0	1643401.9	0.0	0.0	0.0	
sp|Q9GZT8|NIF3L_HUMAN	Q9GZT8	NIF3L_HUMAN	NIF3L1	377	Homo sapiens	1:Experimental evidence at protein level	NIF3-like protein 1	1.0	0.999	7	64	64	64	12	12	9	12	9	10	12	12	9	12	9	10	12	12	9	12	9	10	2.9164106E7	3.282107E7	3.4907704E7	3.057084E7	3.3801056E7	3.3768416E7	9989366.0	1.0288651E7	1.1198249E7	1.0122811E7	1.1024846E7	1.1063139E7	
sp|Q9GZT9|EGLN1_HUMAN	Q9GZT9	EGLN1_HUMAN	EGLN1	426	Homo sapiens	1:Experimental evidence at protein level	Egl nine homolog 1	1.0	0.999	10	54	45	54	4	6	6	12	16	10	4	5	6	10	12	8	4	6	6	12	16	10	1.5344471E7	1.5003064E7	1.1710069E7	3.3451432E7	4.132251E7	1.19459096E8	6409080.0	6031052.0	6145970.0	9935676.0	1.1066026E7	1.0201456E7	
sp|Q9GZU7|CTDS1_HUMAN	Q9GZU7	CTDS1_HUMAN	CTDSP1	261	Homo sapiens	1:Experimental evidence at protein level	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	0.9998	0.999	3	8	4	8	2	2	1	0	2	1	1	0	0	0	2	1	2	2	1	0	2	1	2886063.2	2575523.0	292188.84	2536927.2	3157973.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZU8|PIP30_HUMAN	Q9GZU8	PIP30_HUMAN	PSME3IP1	254	Homo sapiens	1:Experimental evidence at protein level	PSME3-interacting protein	1.0	0.999	7	54	54	54	7	9	11	12	11	4	7	9	11	12	11	4	7	9	11	12	11	4	2.420003E7	2.5560642E7	2.4977816E7	2.7967228E7	3.1252968E7	2.1815668E7	6074574.0	5511115.0	6379424.5	6381637.5	5852587.0	5830896.5	
sp|Q9GZV4|IF5A2_HUMAN	Q9GZV4	IF5A2_HUMAN	EIF5A2	153	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5A-2	0.996	0.9924	11	2	2	369	1	0	0	1	0	0	1	0	0	1	0	0	58	57	60	69	61	64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZV5|WWTR1_HUMAN	Q9GZV5	WWTR1_HUMAN	WWTR1	400	Homo sapiens	1:Experimental evidence at protein level	WW domain-containing transcription regulator protein 1	1.0	0.999	6	28	28	28	3	1	2	7	9	6	3	1	2	7	9	6	3	1	2	7	9	6	1.3721352E7	1.0995066E7	1.1795466E7	3.2012242E7	2.7981696E7	1.632877E7	8013366.0	5144781.5	7548745.0	1.2773855E7	9646832.0	9481648.0	
sp|Q9GZX9|TWSG1_HUMAN	Q9GZX9	TWSG1_HUMAN	TWSG1	223	Homo sapiens	1:Experimental evidence at protein level	Twisted gastrulation protein homolog 1	0.9803	0.999	1	3	3	3	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0.0	3750077.2	1741353.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9GZY4|COA1_HUMAN	Q9GZY4	COA1_HUMAN	COA1	146	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 1 homolog	1.0	0.999	3	7	7	7	0	2	2	1	1	1	0	2	2	1	1	1	0	2	2	1	1	1	3211082.5	9653327.0	8251251.0	5247233.0	7300439.0	3462702.5	2129271.5	4317705.5	3743172.8	3053763.8	4236269.5	0.0	
sp|Q9GZY8|MFF_HUMAN	Q9GZY8	MFF_HUMAN	MFF	342	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial fission factor	1.0	0.999	7	46	46	46	7	6	9	9	9	6	7	6	9	9	9	6	7	6	9	9	9	6	3.0060338E7	3.079333E7	3.0937794E7	2.569443E7	2.688942E7	2.9777708E7	1.2458706E7	1.3896698E7	1.3413074E7	1.2158091E7	1.2295895E7	1.3196656E7	
sp|Q9GZZ1|NAA50_HUMAN	Q9GZZ1	NAA50_HUMAN	NAA50	169	Homo sapiens	1:Experimental evidence at protein level	N-alpha-acetyltransferase 50	1.0	0.999	13	121	121	121	20	22	22	20	18	19	20	22	22	20	18	19	20	22	22	20	18	19	1.0046319E8	9.012274E7	7.896155E7	8.234439E7	7.0948984E7	9.148653E7	2.0708986E7	1.8982042E7	2.0729878E7	1.9929554E7	1.7493132E7	2.0605802E7	
sp|Q9GZZ9|UBA5_HUMAN	Q9GZZ9	UBA5_HUMAN	UBA5	404	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like modifier-activating enzyme 5	1.0	0.999	8	81	81	81	12	10	13	16	16	14	12	10	13	16	16	14	12	10	13	16	16	14	8.276466E7	9.250832E7	8.488138E7	1.0077944E8	9.7663224E7	9.256911E7	2.0373188E7	2.1748172E7	2.138543E7	2.47723E7	2.2221824E7	2.170283E7	
sp|Q9H000|MKRN2_HUMAN	Q9H000	MKRN2_HUMAN	MKRN2	416	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase makorin-2	0.9996	0.999	2	10	10	10	0	2	0	2	3	3	0	2	0	2	3	3	0	2	0	2	3	3	4310398.0	5703653.5	4817152.0	5790912.5	9566454.0	1.200413E7	0.0	0.0	0.0	0.0	5952590.5	8060403.5	
sp|Q9H008|LHPP_HUMAN	Q9H008	LHPP_HUMAN	LHPP	270	Homo sapiens	1:Experimental evidence at protein level	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	0.9995	0.999	2	12	12	12	2	2	0	2	5	1	2	2	0	2	5	1	2	2	0	2	5	1	2528055.5	1715205.4	0.0	3636890.2	5684868.5	3968598.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H009|NACA2_HUMAN	Q9H009	NACA2_HUMAN	NACA2	215	Homo sapiens	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha-2	0.9803	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H061|T126A_HUMAN	Q9H061	T126A_HUMAN	TMEM126A	195	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 126A	1.0	0.999	4	28	28	28	5	9	4	2	3	5	5	9	4	2	3	5	5	9	4	2	3	5	1.2992888E7	3.674141E7	9474266.0	6834035.0	5514751.5	8975508.0	4974665.5	7825520.0	5362883.0	4139542.0	3014243.8	4001014.5	
sp|Q9H074|PAIP1_HUMAN	Q9H074	PAIP1_HUMAN	PAIP1	479	Homo sapiens	1:Experimental evidence at protein level	Polyadenylate-binding protein-interacting protein 1	1.0	0.999	8	57	57	57	7	11	7	8	13	11	7	11	7	8	13	11	7	11	7	8	13	11	3.481254E7	3.3448758E7	3.1278518E7	3.0418424E7	3.8289924E7	4.053087E7	9429560.0	8478088.0	8723074.0	9531105.0	9080660.0	1.0457186E7	
sp|Q9H078|CLPB_HUMAN	Q9H078	CLPB_HUMAN	CLPB	707	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial disaggregase	1.0	0.999	18	60	60	60	9	29	10	4	3	5	9	29	10	4	3	5	9	29	10	4	3	5	3.746987E7	7.295179E7	4.67566E7	1.2540083E7	6926870.0	1.7251998E7	7875795.5	1.0013215E7	7326776.0	4709316.5	5276129.5	5013395.5	
sp|Q9H082|RB33B_HUMAN	Q9H082	RB33B_HUMAN	RAB33B	229	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-33B	0.7556	0.9845	3	1	0	64	0	0	0	1	0	0	0	0	0	0	0	0	10	8	13	14	9	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H089|LSG1_HUMAN	Q9H089	LSG1_HUMAN	LSG1	658	Homo sapiens	1:Experimental evidence at protein level	Large subunit GTPase 1 homolog	1.0	0.999	19	131	131	131	20	18	23	24	26	20	20	18	23	24	26	20	20	18	23	24	26	20	6.8870376E7	6.6903496E7	8.977816E7	5.961818E7	8.495353E7	7.885621E7	1.0731126E7	1.1067807E7	1.1864676E7	9367823.0	9860063.0	1.069895E7	
sp|Q9H098|F107B_HUMAN	Q9H098	F107B_HUMAN	FAM107B	131	Homo sapiens	1:Experimental evidence at protein level	Protein FAM107B	1.0	0.999	3	26	26	26	2	4	4	4	6	6	2	4	4	4	6	6	2	4	4	4	6	6	1.348671E7	7971599.0	9694296.0	9332986.0	1.1760273E7	1.3443059E7	5939647.5	3526636.2	4049183.2	5728266.0	4926317.5	5771398.5	
sp|Q9H0A0|NAT10_HUMAN	Q9H0A0	NAT10_HUMAN	NAT10	1025	Homo sapiens	1:Experimental evidence at protein level	RNA cytidine acetyltransferase	1.0	0.999	40	403	403	403	67	75	59	71	75	56	67	75	59	71	75	56	67	75	59	71	75	56	2.612695E8	3.190934E8	2.803734E8	2.9753546E8	2.6314117E8	2.2220998E8	2.0785648E7	2.5609612E7	2.215344E7	2.048053E7	2.0756814E7	1.803441E7	
sp|Q9H0A8|COMD4_HUMAN	Q9H0A8	COMD4_HUMAN	COMMD4	199	Homo sapiens	1:Experimental evidence at protein level	COMM domain-containing protein 4	0.9996	0.999	2	10	10	10	2	0	2	1	2	3	2	0	2	1	2	3	2	0	2	1	2	3	0.0	0.0	0.0	3664904.0	7259238.0	3313772.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0B6|KLC2_HUMAN	Q9H0B6	KLC2_HUMAN	KLC2	622	Homo sapiens	1:Experimental evidence at protein level	Kinesin light chain 2	1.0	0.999	15	44	44	99	6	12	12	5	5	4	6	12	12	5	5	4	12	21	19	13	19	15	1.860602E7	1.9401464E7	2.3922656E7	1.0314116E7	1.2535829E7	1.2936163E7	4271962.0	4113350.2	4949485.5	4594144.5	3170815.8	3879548.0	
sp|Q9H0C8|ILKAP_HUMAN	Q9H0C8	ILKAP_HUMAN	ILKAP	392	Homo sapiens	1:Experimental evidence at protein level	Integrin-linked kinase-associated serine/threonine phosphatase 2C	1.0	0.999	11	51	51	51	5	7	11	9	10	9	5	7	11	9	10	9	5	7	11	9	10	9	1.852325E7	1.5491141E7	3.837904E7	2.1769056E7	1.5765456E7	3.0041872E7	6095390.5	6116623.5	7612021.0	6115371.0	6449915.0	6796361.0	
sp|Q9H0D6|XRN2_HUMAN	Q9H0D6	XRN2_HUMAN	XRN2	950	Homo sapiens	1:Experimental evidence at protein level	5'-3' exoribonuclease 2	1.0	0.999	17	121	121	121	22	19	19	17	21	23	22	19	19	17	21	23	22	19	19	17	21	23	6.1849376E7	5.347632E7	5.9455924E7	7.98623E7	7.535159E7	7.21672E7	7486555.0	6950733.5	7837689.0	8996612.0	8997631.0	8864510.0	
sp|Q9H0E2|TOLIP_HUMAN	Q9H0E2	TOLIP_HUMAN	TOLLIP	274	Homo sapiens	1:Experimental evidence at protein level	Toll-interacting protein	1.0	0.999	5	42	42	42	6	8	6	8	6	8	6	8	6	8	6	8	6	8	6	8	6	8	2.0292016E7	2.59885E7	2.845648E7	4.868183E7	2.0813202E7	7.575225E7	1.2098471E7	1.6465398E7	1.4227571E7	1.6132908E7	1.3427353E7	1.596855E7	
sp|Q9H0E3|SP130_HUMAN	Q9H0E3	SP130_HUMAN	SAP130	1048	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP130	1.0	0.999	4	9	9	9	0	2	0	3	3	1	0	2	0	3	3	1	0	2	0	3	3	1	3211309.5	3142590.0	2959240.8	6602422.5	5794407.0	5697432.0	0.0	0.0	0.0	3425290.8	3002651.2	2957528.8	
sp|Q9H0E9|BRD8_HUMAN	Q9H0E9	BRD8_HUMAN	BRD8	1235	Homo sapiens	1:Experimental evidence at protein level	Bromodomain-containing protein 8	1.0	0.999	4	4	4	4	0	0	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0.0	0.0	0.0	1467644.2	1442076.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0F6|SHRPN_HUMAN	Q9H0F6	SHRPN_HUMAN	SHARPIN	387	Homo sapiens	1:Experimental evidence at protein level	Sharpin	1.0	0.999	4	8	8	8	0	1	3	0	2	2	0	1	3	0	2	2	0	1	3	0	2	2	3632408.5	4604323.0	1.8847444E7	2393007.2	8105272.0	1.0272546E7	2970591.8	3888888.5	4392144.5	0.0	4518974.0	4535127.5	
sp|Q9H0H5|RGAP1_HUMAN	Q9H0H5	RGAP1_HUMAN	RACGAP1	632	Homo sapiens	1:Experimental evidence at protein level	Rac GTPase-activating protein 1	1.0	0.999	8	37	37	37	2	5	7	6	9	8	2	5	7	6	9	8	2	5	7	6	9	8	1.1852242E7	1.122878E7	1.4505287E7	1.4403182E7	1.6642317E7	1.1080875E7	3169086.0	4026723.0	3638309.2	4060733.8	3842800.5	3384730.2	
sp|Q9H0J9|PAR12_HUMAN	Q9H0J9	PAR12_HUMAN	PARP12	701	Homo sapiens	1:Experimental evidence at protein level	Protein mono-ADP-ribosyltransferase PARP12	0.9187	0.9956	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	513522.53	0.0	1455165.9	1667501.9	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0L4|CSTFT_HUMAN	Q9H0L4	CSTFT_HUMAN	CSTF2T	616	Homo sapiens	1:Experimental evidence at protein level	Cleavage stimulation factor subunit 2 tau variant	1.0	0.999	11	24	24	95	2	3	4	6	7	2	2	3	4	6	7	2	13	15	17	19	18	13	1470743.0	3770249.5	3539266.8	1.0045552E7	7210191.5	5208404.0	0.0	2234388.8	1947478.9	2517124.2	2768690.0	2818614.8	
sp|Q9H0P0|5NT3A_HUMAN	Q9H0P0	5NT3A_HUMAN	NT5C3A	336	Homo sapiens	1:Experimental evidence at protein level	Cytosolic 5'-nucleotidase 3A	1.0	0.999	8	49	49	49	7	6	7	9	7	13	7	6	7	9	7	13	7	6	7	9	7	13	2.1438854E7	2.6597068E7	2.9288782E7	4.100165E7	2.7807384E7	4.26162E7	9114065.0	1.0483048E7	9159510.0	1.0324115E7	1.0343977E7	1.1620463E7	
sp|Q9H0R3|TM222_HUMAN	Q9H0R3	TM222_HUMAN	TMEM222	208	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 222	0.9976	0.999	2	7	7	7	0	2	0	0	2	3	0	2	0	0	2	3	0	2	0	0	2	3	1115234.1	2992686.5	2361801.8	1384930.0	2610267.2	2608059.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H0R4|HDHD2_HUMAN	Q9H0R4	HDHD2_HUMAN	HDHD2	259	Homo sapiens	1:Experimental evidence at protein level	Haloacid dehalogenase-like hydrolase domain-containing protein 2	1.0	0.999	4	32	32	32	3	4	5	6	8	6	3	4	5	6	8	6	3	4	5	6	8	6	9501643.0	8553746.0	1.1509622E7	2.0004178E7	1.6309685E7	1.5713154E7	5690542.0	5717069.5	6500738.5	7667855.0	8842300.0	9286921.0	
sp|Q9H0R6|GATA_HUMAN	Q9H0R6	GATA_HUMAN	QRSL1	528	Homo sapiens	1:Experimental evidence at protein level	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	1.0	0.999	4	14	14	14	3	7	2	1	1	0	3	7	2	1	1	0	3	7	2	1	1	0	1.2688904E7	1.7769848E7	9789025.0	7107096.0	2238679.2	2368410.0	6315114.5	7171132.0	4687507.5	4796255.5	0.0	0.0	
sp|Q9H0S4|DDX47_HUMAN	Q9H0S4	DDX47_HUMAN	DDX47	455	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX47	1.0	0.999	6	26	26	26	5	6	5	4	2	4	5	6	5	4	2	4	5	6	5	4	2	4	1.1675484E7	1.557876E7	1.3575367E7	6070141.5	7158368.0	8465921.0	4606718.5	5063303.5	4325386.0	3197967.8	3156110.0	3804587.5	
sp|Q9H0U3|MAGT1_HUMAN	Q9H0U3	MAGT1_HUMAN	MAGT1	335	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1	1.0	0.999	6	118	118	118	22	23	20	16	20	17	22	23	20	16	20	17	22	23	20	16	20	17	1.5409555E8	1.6816042E8	1.4340582E8	1.04528696E8	9.761475E7	1.0109816E8	3.9676884E7	4.1968664E7	3.3512816E7	2.7079398E7	2.542536E7	2.4532718E7	
sp|Q9H0U4|RAB1B_HUMAN	Q9H0U4	RAB1B_HUMAN	RAB1B	201	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-1B	1.0	0.999	18	369	100	369	63	63	59	65	60	59	15	23	12	20	18	12	63	63	59	65	60	59	7.715818E8	7.238793E8	7.7303475E8	7.673211E8	7.397281E8	7.5582554E8	1.1319721E8	9.954133E7	1.1078611E8	1.0964587E8	1.0619203E8	1.0197287E8	
sp|Q9H0U6|RM18_HUMAN	Q9H0U6	RM18_HUMAN	MRPL18	180	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL18m	1.0	0.999	3	31	31	31	6	6	7	5	4	3	6	6	7	5	4	3	6	6	7	5	4	3	2.659054E7	3.111506E7	2.042244E7	1.1872502E7	1.5368904E7	1.6053783E7	1.3698021E7	1.589009E7	1.2363731E7	7272187.5	9466474.0	9559391.0	
sp|Q9H0U9|TSYL1_HUMAN	Q9H0U9	TSYL1_HUMAN	TSPYL1	437	Homo sapiens	1:Experimental evidence at protein level	Testis-specific Y-encoded-like protein 1	1.0	0.999	3	15	15	15	3	5	2	2	1	2	3	5	2	2	1	2	3	5	2	2	1	2	2.4868356E7	2.2279446E7	2.3001732E7	1.6294862E7	4236404.5	4276584.0	1.4790663E7	1.6298491E7	1.7080012E7	1.5734097E7	0.0	0.0	
sp|Q9H0V9|LMA2L_HUMAN	Q9H0V9	LMA2L_HUMAN	LMAN2L	348	Homo sapiens	1:Experimental evidence at protein level	VIP36-like protein	1.0	0.999	8	56	56	56	11	9	9	8	9	10	11	9	9	8	9	10	11	9	9	8	9	10	3.7166524E7	3.8935536E7	3.2187802E7	2.6292356E7	2.7709368E7	2.7419262E7	9086966.0	1.1244052E7	9001775.0	7772765.0	7415637.5	8171996.0	
sp|Q9H0W8|SMG9_HUMAN	Q9H0W8	SMG9_HUMAN	SMG9	520	Homo sapiens	1:Experimental evidence at protein level	Nonsense-mediated mRNA decay factor SMG9	1.0	0.999	3	7	7	7	1	0	0	2	1	3	1	0	0	2	1	3	1	0	0	2	1	3	2446092.0	1651029.0	3764997.5	5460056.0	4862528.0	6465856.5	1710940.5	0.0	1980810.2	3445717.8	2603588.8	2679464.8	
sp|Q9H0W9|BKGD_HUMAN	Q9H0W9	BKGD_HUMAN	BKGD	315	Homo sapiens	1:Experimental evidence at protein level	Beta-keto L-gulonate decarboxylase	1.0	0.999	8	45	45	45	4	5	4	9	10	13	4	5	4	9	10	13	4	5	4	9	10	13	2.1187046E7	1.6435033E7	2.8295364E7	3.752293E7	6.4993044E7	4.8836856E7	8577309.0	8493347.0	7182162.5	1.1854536E7	1.5292482E7	1.2070313E7	
sp|Q9H0X4|F234A_HUMAN	Q9H0X4	F234A_HUMAN	FAM234A	552	Homo sapiens	1:Experimental evidence at protein level	Protein FAM234A	1.0	0.999	5	28	28	28	5	7	8	3	0	5	5	7	8	3	0	5	5	7	8	3	0	5	9227934.0	2.0900486E7	3.1905256E7	7726743.0	6552696.5	1.5247081E7	5892003.0	6630628.5	7732785.0	4872901.5	0.0	8317895.0	
sp|Q9H0Z9|RBM38_HUMAN	Q9H0Z9	RBM38_HUMAN	RBM38	239	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 38	0.9803	0.999	1	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1317174.4	2208716.2	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H1A4|APC1_HUMAN	Q9H1A4	APC1_HUMAN	ANAPC1	1944	Homo sapiens	1:Experimental evidence at protein level	Anaphase-promoting complex subunit 1	1.0	0.999	4	5	5	5	0	0	2	1	1	1	0	0	2	1	1	1	0	0	2	1	1	1	8586092.0	0.0	2.7642668E7	0.0	1889603.0	3072297.8	0.0	0.0	0.0	0.0	0.0	0.0	
